seqid,source,type,start,end,score,strand,phase,attributes
2B,IWGSC,gene,754866308,754867537,.,-,.,ID=gene:TraesCS2B02G562600;biotype=protein_coding;description=Exocyst subunit Exo70 family protein [Source:UniProtKB/TrEMBL%3BAcc:A0A341R0B1];gene_id=TraesCS2B02G562600;logic_name=iwgsc_high_conf
2B,IWGSC,gene,754920037,754927066,.,+,.,ID=gene:TraesCS2B02G562700;biotype=protein_coding;gene_id=TraesCS2B02G562700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,761846173,761847997,.,+,.,ID=gene:TraesCS2B02G571300;biotype=protein_coding;description=Exocyst subunit Exo70 family protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5TX12];gene_id=TraesCS2B02G571300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,764145614,764158445,.,+,.,ID=gene:TraesCS2B02G575100;biotype=protein_coding;gene_id=TraesCS2B02G575100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,766178495,766179865,.,-,.,ID=gene:TraesCS2B02G578000;biotype=protein_coding;gene_id=TraesCS2B02G578000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,766231802,766235142,.,+,.,ID=gene:TraesCS2B02G578200;biotype=protein_coding;gene_id=TraesCS2B02G578200;logic_name=iwgsc_high_conf
2B,IWGSC,gene,771184907,771188118,.,+,.,ID=gene:TraesCS2B02G584000;biotype=protein_coding;gene_id=TraesCS2B02G584000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,777113595,777119391,.,-,.,ID=gene:TraesCS2B02G591700;biotype=protein_coding;gene_id=TraesCS2B02G591700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,777962969,777964575,.,-,.,ID=gene:TraesCS2B02G593200;biotype=protein_coding;gene_id=TraesCS2B02G593200;logic_name=iwgsc_high_conf
2B,IWGSC,gene,778845348,778849394,.,+,.,ID=gene:TraesCS2B02G594100;biotype=protein_coding;gene_id=TraesCS2B02G594100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,787745806,787758101,.,+,.,ID=gene:TraesCS2B02G606700;biotype=protein_coding;gene_id=TraesCS2B02G606700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,793577867,793581591,.,-,.,ID=gene:TraesCS2B02G616200;biotype=protein_coding;gene_id=TraesCS2B02G616200;logic_name=iwgsc_high_conf
2B,IWGSC,gene,793582054,793585867,.,-,.,ID=gene:TraesCS2B02G616300;biotype=protein_coding;description=Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5U1A0];gene_id=TraesCS2B02G616300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,794049061,794052377,.,-,.,ID=gene:TraesCS2B02G617600;biotype=protein_coding;description=Probable magnesium transporter [Source:UniProtKB/TrEMBL%3BAcc:A0A341R0G9];gene_id=TraesCS2B02G617600;logic_name=iwgsc_high_conf
2B,IWGSC,gene,794424747,794429463,.,-,.,ID=gene:TraesCS2B02G618100;biotype=protein_coding;gene_id=TraesCS2B02G618100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,794483250,794488425,.,+,.,ID=gene:TraesCS2B02G618300;biotype=protein_coding;gene_id=TraesCS2B02G618300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,794500736,794504405,.,-,.,ID=gene:TraesCS2B02G618500;biotype=protein_coding;gene_id=TraesCS2B02G618500;logic_name=iwgsc_high_conf
2B,IWGSC,gene,794560663,794565529,.,-,.,ID=gene:TraesCS2B02G618700;biotype=protein_coding;gene_id=TraesCS2B02G618700;logic_name=iwgsc_high_conf
2B,IWGSC,gene,794886058,794888478,.,+,.,ID=gene:TraesCS2B02G619900;biotype=protein_coding;gene_id=TraesCS2B02G619900;logic_name=iwgsc_high_conf
2B,IWGSC,gene,795065294,795072037,.,-,.,ID=gene:TraesCS2B02G621000;biotype=protein_coding;gene_id=TraesCS2B02G621000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,795240639,795267859,.,-,.,ID=gene:TraesCS2B02G621100;biotype=protein_coding;gene_id=TraesCS2B02G621100;logic_name=iwgsc_high_conf
2B,IWGSC,gene,795424532,795426883,.,-,.,ID=gene:TraesCS2B02G621300;biotype=protein_coding;gene_id=TraesCS2B02G621300;logic_name=iwgsc_high_conf
2B,IWGSC,gene,798578291,798583449,.,+,.,ID=gene:TraesCS2B02G626000;biotype=protein_coding;gene_id=TraesCS2B02G626000;logic_name=iwgsc_high_conf
2B,IWGSC,gene,798742785,798746188,.,-,.,ID=gene:TraesCS2B02G626700;biotype=protein_coding;gene_id=TraesCS2B02G626700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,1991646,1993786,.,+,.,ID=gene:TraesCS2D02G002400;biotype=protein_coding;gene_id=TraesCS2D02G002400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,2538170,2544036,.,-,.,ID=gene:TraesCS2D02G004500;biotype=protein_coding;gene_id=TraesCS2D02G004500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,2547521,2551068,.,+,.,ID=gene:TraesCS2D02G004600;biotype=protein_coding;gene_id=TraesCS2D02G004600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,2642525,2652781,.,+,.,ID=gene:TraesCS2D02G004800;biotype=protein_coding;gene_id=TraesCS2D02G004800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,7974143,7976260,.,-,.,ID=gene:TraesCS2D02G016500;biotype=protein_coding;gene_id=TraesCS2D02G016500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,8888644,8891402,.,+,.,ID=gene:TraesCS2D02G018800;biotype=protein_coding;gene_id=TraesCS2D02G018800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,9573780,9576786,.,+,.,ID=gene:TraesCS2D02G019800;biotype=protein_coding;gene_id=TraesCS2D02G019800;logic_name=iwgsc_high_conf
2D,IWGSC,gene,10070628,10072312,.,+,.,ID=gene:TraesCS2D02G021900;biotype=protein_coding;gene_id=TraesCS2D02G021900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,10867514,10872335,.,+,.,ID=gene:TraesCS2D02G024600;biotype=protein_coding;gene_id=TraesCS2D02G024600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,11218167,11221640,.,+,.,ID=gene:TraesCS2D02G026600;biotype=protein_coding;gene_id=TraesCS2D02G026600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,12882405,12885584,.,-,.,ID=gene:TraesCS2D02G033200;biotype=protein_coding;gene_id=TraesCS2D02G033200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,13539902,13546782,.,-,.,ID=gene:TraesCS2D02G035500;biotype=protein_coding;gene_id=TraesCS2D02G035500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,13675733,13677512,.,+,.,ID=gene:TraesCS2D02G036100;biotype=protein_coding;gene_id=TraesCS2D02G036100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,14929327,14934730,.,+,.,ID=gene:TraesCS2D02G041600;biotype=protein_coding;gene_id=TraesCS2D02G041600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,15027234,15031924,.,-,.,ID=gene:TraesCS2D02G042100;biotype=protein_coding;gene_id=TraesCS2D02G042100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,15112904,15116874,.,+,.,ID=gene:TraesCS2D02G042200;biotype=protein_coding;gene_id=TraesCS2D02G042200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,17024826,17025262,.,-,.,ID=gene:TraesCS2D02G046600;biotype=protein_coding;gene_id=TraesCS2D02G046600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,22463890,22469262,.,+,.,ID=gene:TraesCS2D02G056200;biotype=protein_coding;gene_id=TraesCS2D02G056200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,31559957,31561490,.,-,.,ID=gene:TraesCS2D02G074000;biotype=protein_coding;gene_id=TraesCS2D02G074000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,44468558,44470302,.,-,.,ID=gene:TraesCS2D02G093100;biotype=protein_coding;description=Hexosyltransferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5V0S1];gene_id=TraesCS2D02G093100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,79692600,79701662,.,-,.,ID=gene:TraesCS2D02G135600;biotype=protein_coding;gene_id=TraesCS2D02G135600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,164284742,164287014,.,+,.,ID=gene:TraesCS2D02G208900;biotype=protein_coding;gene_id=TraesCS2D02G208900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,190351033,190352636,.,-,.,ID=gene:TraesCS2D02G223300;biotype=protein_coding;gene_id=TraesCS2D02G223300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,190354006,190355075,.,-,.,ID=gene:TraesCS2D02G223400;biotype=protein_coding;gene_id=TraesCS2D02G223400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,378362127,378363847,.,-,.,ID=gene:TraesCS2D02G296100;biotype=protein_coding;description=RING-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D6D8V3];gene_id=TraesCS2D02G296100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,384250278,384252977,.,-,.,ID=gene:TraesCS2D02G301400;biotype=protein_coding;gene_id=TraesCS2D02G301400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,433666403,433668362,.,-,.,ID=gene:TraesCS2D02G339600;biotype=protein_coding;gene_id=TraesCS2D02G339600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,527393531,527393728,.,+,.,ID=gene:TraesCS2D02G412700;biotype=protein_coding;gene_id=TraesCS2D02G412700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,564438424,564440665,.,+,.,ID=gene:TraesCS2D02G456700;biotype=protein_coding;gene_id=TraesCS2D02G456700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,566261747,566262936,.,-,.,ID=gene:TraesCS2D02G459600;biotype=protein_coding;gene_id=TraesCS2D02G459600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,580970677,580973556,.,+,.,ID=gene:TraesCS2D02G480100;biotype=protein_coding;gene_id=TraesCS2D02G480100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,581523421,581526532,.,+,.,ID=gene:TraesCS2D02G480200;biotype=protein_coding;gene_id=TraesCS2D02G480200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,586151503,586154707,.,+,.,ID=gene:TraesCS2D02G485400;biotype=protein_coding;gene_id=TraesCS2D02G485400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,590234552,590238051,.,-,.,ID=gene:TraesCS2D02G492500;biotype=protein_coding;gene_id=TraesCS2D02G492500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,592618725,592622863,.,-,.,ID=gene:TraesCS2D02G495900;biotype=protein_coding;gene_id=TraesCS2D02G495900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,599002698,599003883,.,-,.,ID=gene:TraesCS2D02G504900;biotype=protein_coding;gene_id=TraesCS2D02G504900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,601244733,601247388,.,-,.,ID=gene:TraesCS2D02G507900;biotype=protein_coding;gene_id=TraesCS2D02G507900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,601963045,601971739,.,-,.,ID=gene:TraesCS2D02G509500;biotype=protein_coding;gene_id=TraesCS2D02G509500;logic_name=iwgsc_high_conf
2D,IWGSC,gene,608481749,608484334,.,+,.,ID=gene:TraesCS2D02G517700;biotype=protein_coding;gene_id=TraesCS2D02G517700;logic_name=iwgsc_high_conf
2D,IWGSC,gene,616935814,616937779,.,-,.,ID=gene:TraesCS2D02G530000;biotype=protein_coding;description=ENDO1 [Source:Projected from Arabidopsis thaliana (AT1G11190) UniProtKB/TrEMBL%3BAcc:A0A178WKD4];gene_id=TraesCS2D02G530000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,618138520,618143248,.,-,.,ID=gene:TraesCS2D02G534400;biotype=protein_coding;description=Serine/threonine-protein kinase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5UH93];gene_id=TraesCS2D02G534400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,618901762,618905736,.,+,.,ID=gene:TraesCS2D02G536600;biotype=protein_coding;gene_id=TraesCS2D02G536600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,619732134,619734771,.,+,.,ID=gene:TraesCS2D02G539400;biotype=protein_coding;gene_id=TraesCS2D02G539400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,620193519,620194659,.,+,.,ID=gene:TraesCS2D02G540300;biotype=protein_coding;gene_id=TraesCS2D02G540300;logic_name=iwgsc_high_conf
2D,IWGSC,gene,620198940,620199481,.,+,.,ID=gene:TraesCS2D02G540400;biotype=protein_coding;gene_id=TraesCS2D02G540400;logic_name=iwgsc_high_conf
2D,IWGSC,gene,620270057,620271504,.,+,.,ID=gene:TraesCS2D02G540600;biotype=protein_coding;gene_id=TraesCS2D02G540600;logic_name=iwgsc_high_conf
2D,IWGSC,gene,634854788,634856525,.,-,.,ID=gene:TraesCS2D02G563900;biotype=protein_coding;gene_id=TraesCS2D02G563900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,635799856,635803014,.,+,.,ID=gene:TraesCS2D02G567200;biotype=protein_coding;gene_id=TraesCS2D02G567200;logic_name=iwgsc_high_conf
2D,IWGSC,gene,637631395,637634237,.,-,.,ID=gene:TraesCS2D02G570900;biotype=protein_coding;gene_id=TraesCS2D02G570900;logic_name=iwgsc_high_conf
2D,IWGSC,gene,639687130,639691649,.,-,.,ID=gene:TraesCS2D02G576100;biotype=protein_coding;gene_id=TraesCS2D02G576100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,646608562,646609677,.,+,.,ID=gene:TraesCS2D02G591100;biotype=protein_coding;gene_id=TraesCS2D02G591100;logic_name=iwgsc_high_conf
2D,IWGSC,gene,649141071,649148234,.,+,.,ID=gene:TraesCS2D02G596000;biotype=protein_coding;description=Exocyst subunit Exo70 family protein [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5UPG4];gene_id=TraesCS2D02G596000;logic_name=iwgsc_high_conf
2D,IWGSC,gene,650471941,650474113,.,-,.,ID=gene:TraesCS2D02G598500;biotype=protein_coding;description=Oxalate--CoA ligase [Source:Projected from Arabidopsis thaliana (AT3G48990) UniProtKB/Swiss-Prot%3BAcc:Q9SMT7];gene_id=TraesCS2D02G598500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,95678,97870,.,-,.,ID=gene:TraesCS3A02G000400;biotype=protein_coding;gene_id=TraesCS3A02G000400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,8549930,8550907,.,+,.,ID=gene:TraesCS3A02G009300;biotype=protein_coding;gene_id=TraesCS3A02G009300;logic_name=iwgsc_high_conf
3A,IWGSC,gene,11023281,11028199,.,-,.,ID=gene:TraesCS3A02G017400;biotype=protein_coding;gene_id=TraesCS3A02G017400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,14764482,14766910,.,+,.,ID=gene:TraesCS3A02G027500;biotype=protein_coding;description=E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5VGN4];gene_id=TraesCS3A02G027500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,15567126,15571013,.,-,.,ID=gene:TraesCS3A02G029400;biotype=protein_coding;gene_id=TraesCS3A02G029400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,26040507,26042113,.,-,.,ID=gene:TraesCS3A02G049300;biotype=protein_coding;gene_id=TraesCS3A02G049300;logic_name=iwgsc_high_conf
3A,IWGSC,gene,40947309,40948853,.,+,.,ID=gene:TraesCS3A02G068300;biotype=protein_coding;gene_id=TraesCS3A02G068300;logic_name=iwgsc_high_conf
3A,IWGSC,gene,41149964,41153017,.,+,.,ID=gene:TraesCS3A02G068800;biotype=protein_coding;gene_id=TraesCS3A02G068800;logic_name=iwgsc_high_conf
3A,IWGSC,gene,41616680,41619866,.,+,.,ID=gene:TraesCS3A02G069300;biotype=protein_coding;gene_id=TraesCS3A02G069300;logic_name=iwgsc_high_conf
3A,IWGSC,gene,44550052,44552658,.,+,.,ID=gene:TraesCS3A02G072000;biotype=protein_coding;gene_id=TraesCS3A02G072000;logic_name=iwgsc_high_conf
3A,IWGSC,gene,61308087,61309033,.,+,.,ID=gene:TraesCS3A02G095900;biotype=protein_coding;gene_id=TraesCS3A02G095900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,122464482,122473082,.,-,.,ID=gene:TraesCS3A02G142600;biotype=protein_coding;gene_id=TraesCS3A02G142600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,140003720,140014025,.,+,.,ID=gene:TraesCS3A02G151100;biotype=protein_coding;description=Peptidyl-prolyl cis-trans isomerase [Source:UniProtKB/TrEMBL%3BAcc:A0A1D5VHR0];gene_id=TraesCS3A02G151100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,143017324,143023650,.,+,.,ID=gene:TraesCS3A02G152700;biotype=protein_coding;gene_id=TraesCS3A02G152700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,213256188,213259550,.,+,.,ID=gene:TraesCS3A02G183800;biotype=protein_coding;gene_id=TraesCS3A02G183800;logic_name=iwgsc_high_conf
3A,IWGSC,gene,224969259,224969714,.,+,.,ID=gene:TraesCS3A02G187700;biotype=protein_coding;gene_id=TraesCS3A02G187700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,418754981,418759858,.,-,.,ID=gene:TraesCS3A02G223600;biotype=protein_coding;description=Polypyrimidine tract-binding protein homolog 2 [Source:Projected from Arabidopsis thaliana (AT5G53180) UniProtKB/Swiss-Prot%3BAcc:Q9FGL9];gene_id=TraesCS3A02G223600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,424727680,424729030,.,+,.,ID=gene:TraesCS3A02G227200;biotype=protein_coding;gene_id=TraesCS3A02G227200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,481878928,481882649,.,-,.,ID=gene:TraesCS3A02G259500;biotype=protein_coding;gene_id=TraesCS3A02G259500;logic_name=iwgsc_high_conf
3A,IWGSC,gene,486221895,486223480,.,-,.,ID=gene:TraesCS3A02G263200;biotype=protein_coding;gene_id=TraesCS3A02G263200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,487444146,487447816,.,+,.,ID=gene:TraesCS3A02G263700;biotype=protein_coding;gene_id=TraesCS3A02G263700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,509548196,509550801,.,-,.,ID=gene:TraesCS3A02G280600;biotype=protein_coding;gene_id=TraesCS3A02G280600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,509863209,509866507,.,-,.,ID=gene:TraesCS3A02G280900;biotype=protein_coding;description=Flavin-containing monooxygenase [Source:UniProtKB/TrEMBL%3BAcc:W5CGI4];gene_id=TraesCS3A02G280900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,509997770,510005118,.,-,.,ID=gene:TraesCS3A02G281200;biotype=protein_coding;gene_id=TraesCS3A02G281200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,513604960,513610935,.,-,.,ID=gene:TraesCS3A02G284700;biotype=protein_coding;gene_id=TraesCS3A02G284700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,572107009,572107329,.,-,.,ID=gene:TraesCS3A02G326900;biotype=protein_coding;gene_id=TraesCS3A02G326900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,572223394,572226750,.,+,.,ID=gene:TraesCS3A02G327100;biotype=protein_coding;gene_id=TraesCS3A02G327100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,596485377,596486048,.,+,.,ID=gene:TraesCS3A02G347200;biotype=protein_coding;description=Histone H4 [Source:UniProtKB/TrEMBL%3BAcc:A0A077RYQ1];gene_id=TraesCS3A02G347200;logic_name=iwgsc_high_conf
3A,IWGSC,gene,651626551,651636274,.,-,.,ID=gene:TraesCS3A02G406700;biotype=protein_coding;gene_id=TraesCS3A02G406700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,657230871,657235025,.,+,.,ID=gene:TraesCS3A02G413600;biotype=protein_coding;gene_id=TraesCS3A02G413600;logic_name=iwgsc_high_conf
3A,IWGSC,gene,657922324,657928551,.,+,.,ID=gene:TraesCS3A02G414100;biotype=protein_coding;gene_id=TraesCS3A02G414100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,674255517,674279708,.,+,.,ID=gene:TraesCS3A02G432900;biotype=protein_coding;gene_id=TraesCS3A02G432900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,675853107,675858020,.,+,.,ID=gene:TraesCS3A02G433800;biotype=protein_coding;gene_id=TraesCS3A02G433800;logic_name=iwgsc_high_conf
3A,IWGSC,gene,675859552,675870856,.,+,.,ID=gene:TraesCS3A02G433900;biotype=protein_coding;gene_id=TraesCS3A02G433900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,675873924,675878906,.,+,.,ID=gene:TraesCS3A02G434000;biotype=protein_coding;gene_id=TraesCS3A02G434000;logic_name=iwgsc_high_conf
3A,IWGSC,gene,676885723,676906060,.,-,.,ID=gene:TraesCS3A02G434900;biotype=protein_coding;gene_id=TraesCS3A02G434900;logic_name=iwgsc_high_conf
3A,IWGSC,gene,711217741,711219056,.,+,.,ID=gene:TraesCS3A02G480000;biotype=protein_coding;gene_id=TraesCS3A02G480000;logic_name=iwgsc_high_conf
3A,IWGSC,gene,723337351,723338884,.,-,.,ID=gene:TraesCS3A02G497300;biotype=protein_coding;gene_id=TraesCS3A02G497300;logic_name=iwgsc_high_conf
3A,IWGSC,gene,732042210,732045097,.,-,.,ID=gene:TraesCS3A02G512400;biotype=protein_coding;gene_id=TraesCS3A02G512400;logic_name=iwgsc_high_conf
3A,IWGSC,gene,734838436,734843412,.,+,.,ID=gene:TraesCS3A02G517800;biotype=protein_coding;description=Diphosphomevalonate decarboxylase [Source:UniProtKB/TrEMBL%3BAcc:A0A341SA89];gene_id=TraesCS3A02G517800;logic_name=iwgsc_high_conf
3A,IWGSC,gene,746177694,746179200,.,-,.,ID=gene:TraesCS3A02G533700;biotype=protein_coding;gene_id=TraesCS3A02G533700;logic_name=iwgsc_high_conf
3A,IWGSC,gene,746633408,746634658,.,-,.,ID=gene:TraesCS3A02G535100;biotype=protein_coding;description=MYB13 transcription factor [Source:UniProtKB/TrEMBL%3BAcc:S4V9N0];gene_id=TraesCS3A02G535100;logic_name=iwgsc_high_conf
3A,IWGSC,gene,747608312,747611259,.,-,.,ID=gene:TraesCS3A02G536200;biotype=protein_coding;gene_id=TraesCS3A02G536200;logic_name=iwgsc_high_conf
3B,IWGSC,gene,2143432,2146356,.,-,.,ID=gene:TraesCS3B02G002500;biotype=protein_coding;gene_id=TraesCS3B02G002500;logic_name=iwgsc_high_conf
3B,IWGSC,gene,5169036,5170934,.,+,.,ID=gene:TraesCS3B02G011300;biotype=protein_coding;gene_id=TraesCS3B02G011300;logic_name=iwgsc_high_conf
3B,IWGSC,gene,5321732,5323640,.,-,.,ID=gene:TraesCS3B02G011900;biotype=protein_coding;gene_id=TraesCS3B02G011900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,5405970,5406674,.,+,.,ID=gene:TraesCS3B02G012000;biotype=protein_coding;gene_id=TraesCS3B02G012000;logic_name=iwgsc_high_conf
3B,IWGSC,gene,5889980,5893990,.,-,.,ID=gene:TraesCS3B02G013000;biotype=protein_coding;gene_id=TraesCS3B02G013000;logic_name=iwgsc_high_conf
3B,IWGSC,gene,6638065,6649949,.,-,.,ID=gene:TraesCS3B02G016100;biotype=protein_coding;gene_id=TraesCS3B02G016100;logic_name=iwgsc_high_conf
3B,IWGSC,gene,10231065,10234756,.,+,.,ID=gene:TraesCS3B02G023900;biotype=protein_coding;gene_id=TraesCS3B02G023900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,13744964,13749320,.,+,.,ID=gene:TraesCS3B02G029900;biotype=protein_coding;gene_id=TraesCS3B02G029900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,13961374,13964727,.,-,.,ID=gene:TraesCS3B02G030500;biotype=protein_coding;gene_id=TraesCS3B02G030500;logic_name=iwgsc_high_conf
3B,IWGSC,gene,18138555,18139706,.,+,.,ID=gene:TraesCS3B02G037300;biotype=protein_coding;gene_id=TraesCS3B02G037300;logic_name=iwgsc_high_conf
3B,IWGSC,gene,29614087,29629692,.,+,.,ID=gene:TraesCS3B02G056100;biotype=protein_coding;gene_id=TraesCS3B02G056100;logic_name=iwgsc_high_conf
3B,IWGSC,gene,40183582,40185532,.,-,.,ID=gene:TraesCS3B02G067600;biotype=protein_coding;gene_id=TraesCS3B02G067600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,43525406,43527816,.,-,.,ID=gene:TraesCS3B02G072100;biotype=protein_coding;gene_id=TraesCS3B02G072100;logic_name=iwgsc_high_conf
3B,IWGSC,gene,43819109,43820563,.,+,.,ID=gene:TraesCS3B02G072600;biotype=protein_coding;gene_id=TraesCS3B02G072600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,51802641,51805676,.,+,.,ID=gene:TraesCS3B02G081700;biotype=protein_coding;gene_id=TraesCS3B02G081700;logic_name=iwgsc_high_conf
3B,IWGSC,gene,52456978,52458102,.,+,.,ID=gene:TraesCS3B02G083000;biotype=protein_coding;gene_id=TraesCS3B02G083000;logic_name=iwgsc_high_conf
3B,IWGSC,gene,52774695,52777751,.,-,.,ID=gene:TraesCS3B02G083600;biotype=protein_coding;gene_id=TraesCS3B02G083600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,52835401,52839466,.,-,.,ID=gene:TraesCS3B02G083700;biotype=protein_coding;gene_id=TraesCS3B02G083700;logic_name=iwgsc_high_conf
3B,IWGSC,gene,52850350,52852730,.,-,.,ID=gene:TraesCS3B02G083800;biotype=protein_coding;gene_id=TraesCS3B02G083800;logic_name=iwgsc_high_conf
3B,IWGSC,gene,54794306,54797430,.,+,.,ID=gene:TraesCS3B02G086600;biotype=protein_coding;gene_id=TraesCS3B02G086600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,59323811,59324218,.,+,.,ID=gene:TraesCS3B02G089900;biotype=protein_coding;description=Histone H2B [Source:UniProtKB/TrEMBL%3BAcc:A0A077RU09];gene_id=TraesCS3B02G089900;logic_name=iwgsc_high_conf
3B,IWGSC,gene,66712696,66714756,.,-,.,ID=gene:TraesCS3B02G100000;biotype=protein_coding;gene_id=TraesCS3B02G100000;logic_name=iwgsc_high_conf
3B,IWGSC,gene,68463718,68468382,.,-,.,ID=gene:TraesCS3B02G101700;biotype=protein_coding;gene_id=TraesCS3B02G101700;logic_name=iwgsc_high_conf
3B,IWGSC,gene,132393016,132395769,.,-,.,ID=gene:TraesCS3B02G143600;biotype=protein_coding;gene_id=TraesCS3B02G143600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,161304894,161307041,.,-,.,ID=gene:TraesCS3B02G163500;biotype=protein_coding;gene_id=TraesCS3B02G163500;logic_name=iwgsc_high_conf
3B,IWGSC,gene,252956853,252959317,.,+,.,ID=gene:TraesCS3B02G213600;biotype=protein_coding;gene_id=TraesCS3B02G213600;logic_name=iwgsc_high_conf
3B,IWGSC,gene,312148349,312189729,.,+,.,ID=gene:TraesCS3B02G225800;biotype=protein_coding;description=Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL%3BAcc:A0A341SET0];gene_id=TraesCS3B02G225800;logic_name=iwgsc_high_conf
3B,IWGSC,gene,335095185,335117832,.,+,.,ID=gene:TraesCS3B02G229000;biotype=protein_coding;gene_id=TraesCS3B02G229000;logic_name=iwgsc_high_conf
